UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Target,Predicted_Value
1017,M15876,M,296.3,307.2,1319,68.3,24,1,Power Failure
1345,L48524,L,298.5,310.1,1809,28.9,20,0,No Failure
883,M15742,M,295.7,306.2,1739,25.9,94,0,No Failure
1251,L48430,L,297.3,308.7,1549,36.1,218,0,No Failure
1217,L48396,L,296.9,308.0,1514,41.0,120,0,No Failure
586,L47765,L,297.6,309.5,2001,20.5,220,0,No Failure
783,L47962,L,296.8,307.9,1698,30.8,48,0,No Failure
788,L47967,L,296.9,308.1,1435,45.3,62,0,No Failure
166,L47345,L,298.5,308.4,1733,26.0,8,0,No Failure
1272,H30685,H,298.0,309.4,1490,40.5,53,0,No Failure
702,L47881,L,297.7,308.8,1515,40.1,82,0,No Failure
1422,L48601,L,298.7,309.8,1589,31.8,217,0,No Failure
198,M15057,M,298.4,308.6,1527,40.9,96,0,No Failure
1813,L48992,L,298.2,307.8,1476,36.8,134,0,No Failure
1485,M16344,M,298.0,309.0,1562,39.2,155,0,No Failure
543,L47722,L,297.5,309.4,1803,24.7,98,0,No Failure
1324,L48503,L,298.9,310.1,1361,51.7,192,0,No Failure
1944,L49123,L,298.1,308.0,1704,30.9,61,0,No Failure
1735,M16594,M,298.5,308.1,1501,39.2,127,0,No Failure
1718,L48897,L,298.2,307.6,1369,54.5,82,0,No Failure
1363,L48542,L,298.6,310.0,1517,41.2,64,0,No Failure
625,H30038,H,298.3,310.1,1509,37.6,85,0,No Failure
1122,L48301,L,296.6,307.6,1459,40.2,96,0,No Failure
755,M15614,M,296.9,308.1,1483,44.3,219,0,No Failure
919,M15778,M,295.3,305.7,1473,38.5,189,0,No Failure
325,M15184,M,297.8,308.5,1488,41.9,196,0,No Failure
651,L47830,L,297.6,309.2,1611,33.1,155,0,No Failure
1948,L49127,L,298.2,308.1,1462,49.9,69,0,No Failure
1116,M15975,M,296.4,307.3,2077,19.1,80,0,No Failure
1628,L48807,L,297.9,307.8,1499,37.5,78,0,No Failure
1020,L48199,L,296.3,307.3,1398,52.7,31,0,No Failure
186,L47365,L,298.2,308.2,1446,38.2,61,0,No Failure
1845,M16704,M,297.6,307.1,1471,44.9,14,0,No Failure
826,L48005,L,296.6,307.3,1474,40.0,158,0,No Failure
450,L47629,L,297.6,308.7,1622,37.9,79,0,No Failure
1012,M15871,M,296.2,307.3,1451,42.8,11,0,No Failure
1571,L48750,L,298.2,308.4,1452,43.5,158,0,No Failure
1753,L48932,L,298.2,307.6,1492,37.2,178,0,No Failure
1134,M15993,M,296.8,307.9,1418,47.9,127,0,No Failure
634,L47813,L,298.3,310.0,1442,43.9,110,0,No Failure
814,L47993,L,296.8,307.6,1513,40.0,130,0,No Failure
589,L47768,L,297.6,309.4,1628,33.4,229,0,No Failure
1874,L49053,L,298.4,308.1,1367,57.8,92,0,No Failure
1894,L49073,L,297.8,307.5,1631,29.9,144,0,No Failure
878,M15737,M,295.6,306.2,1584,33.6,81,0,No Failure
1916,L49095,L,298.0,307.7,1492,38.7,202,0,No Failure
622,L47801,L,298.3,310.1,1408,45.3,78,0,No Failure
546,L47725,L,297.6,309.4,1958,22.1,108,0,No Failure
190,M15049,M,298.3,308.4,1539,43.4,69,0,No Failure
1963,L49142,L,297.8,307.5,1391,48.6,109,0,No Failure
1714,L48893,L,298.2,307.8,1515,46.7,74,0,No Failure
42,L47221,L,298.8,309.1,1368,50.8,115,0,No Failure
295,M15154,M,298.1,308.5,1372,51.1,116,0,No Failure
182,H29595,H,298.2,308.3,1824,24.2,49,0,No Failure
469,L47648,L,297.3,308.7,1619,31.6,129,0,No Failure
202,L47381,L,298.3,308.5,1575,41.2,105,0,No Failure
950,L48129,L,295.6,306.3,1636,32.7,56,0,No Failure
266,L47445,L,298.0,308.1,1454,37.1,35,0,No Failure
106,L47285,L,298.8,308.7,1591,31.1,68,0,No Failure
1170,L48349,L,297.0,308.1,1355,43.7,217,0,No Failure
1001,L48180,L,296.3,307.1,1654,29.6,188,0,No Failure
1471,L48650,L,298.5,309.7,1437,42.6,120,0,No Failure
372,L47551,L,297.5,308.4,1604,38.1,106,0,No Failure
1555,M16414,M,298.4,308.7,1584,31.7,117,0,No Failure
540,M15399,M,297.4,309.3,1775,25.8,91,0,No Failure
1478,L48657,L,298.3,309.4,1570,35.6,138,0,No Failure
975,L48154,L,296.0,306.6,1511,35.2,119,0,No Failure
943,M15802,M,295.7,306.3,1462,44.3,37,0,No Failure
1836,H31249,H,297.8,307.3,1555,35.8,190,0,No Failure
421,M15280,M,297.3,308.3,1301,39.6,5,0,No Failure
1634,L48813,L,297.9,307.9,1476,45.2,91,0,No Failure
130,L47309,L,298.9,308.5,1559,34.3,126,0,No Failure
332,M15191,M,297.6,308.4,1391,51.9,218,0,No Failure
1344,L48523,L,298.5,310.2,1676,32.7,18,0,No Failure
856,L48035,L,296.1,307.2,1615,30.8,18,0,No Failure
863,H30276,H,296.1,306.8,1645,31.0,41,0,No Failure
1719,M16578,M,298.2,307.7,1681,31.0,84,0,No Failure
1886,L49065,L,298.0,307.6,1683,32.8,122,0,No Failure
1388,L48567,L,298.9,310.1,1823,26.1,131,0,No Failure
1016,L48195,L,296.2,307.2,1356,43.6,22,0,No Failure
1742,M16601,M,298.5,308.0,1363,49.2,149,0,No Failure
1175,M16034,M,297.1,308.1,1352,44.4,0,0,No Failure
399,H29812,H,297.4,308.3,1502,43.6,169,0,No Failure
1393,M16252,M,299.0,310.3,1494,46.6,144,0,No Failure
1285,L48464,L,298.4,309.5,2153,15.3,98,1,No Failure
1910,L49089,L,298.0,307.7,1435,45.6,184,0,No Failure
1834,L49013,L,297.8,307.3,1327,61.0,186,1,Over Strain
409,M15268,M,297.4,308.6,1434,44.4,193,0,No Failure
930,L48109,L,295.6,306.0,1419,51.1,7,0,No Failure
371,M15230,M,297.5,308.3,1622,37.2,103,0,No Failure
373,M15232,M,297.4,308.3,1405,51.7,108,0,No Failure
1368,M16227,M,298.8,310.2,1581,37.5,75,0,No Failure
215,M15074,M,298.3,308.6,1589,37.1,137,0,No Failure
698,M15557,M,297.6,308.8,1453,39.7,69,0,No Failure
1580,L48759,L,298.3,308.3,1444,43.8,176,0,No Failure
1423,L48602,L,298.7,309.8,1530,35.5,0,0,No Failure
966,L48145,L,295.8,306.6,1508,46.5,99,0,No Failure
1378,L48557,L,298.8,310.2,1461,46.7,105,0,No Failure
700,H30113,H,297.5,308.7,1416,39.2,74,0,No Failure
1352,L48531,L,298.7,310.2,1525,43.7,34,0,No Failure
1153,L48332,L,297.1,307.9,1507,38.3,170,0,No Failure
157,M15016,M,298.4,308.1,1495,46.0,203,0,No Failure
1465,L48644,L,298.8,310.0,1412,46.3,107,0,No Failure
435,M15294,M,297.5,308.5,1484,44.7,40,0,No Failure
392,L47571,L,297.6,308.6,1491,38.1,152,0,No Failure
897,L48076,L,295.5,306.1,1573,35.1,129,0,No Failure
1690,L48869,L,297.9,307.5,1561,37.7,16,0,No Failure
321,H29734,H,297.8,308.4,1550,38.2,185,0,No Failure
1065,M15924,M,296.8,307.9,1409,44.3,145,0,No Failure
1683,H31096,H,297.9,307.4,1604,36.1,225,1,No Failure
136,M14995,M,298.8,308.5,1711,28.5,140,0,No Failure
5,L47184,L,298.2,308.7,1408,40.0,9,0,No Failure
734,M15593,M,297.1,308.4,1421,42.0,165,0,No Failure
1939,L49118,L,298.1,307.9,1517,40.8,50,0,No Failure
816,M15675,M,296.8,307.5,1516,36.7,135,0,No Failure
1397,L48576,L,299.0,310.3,1483,39.2,153,0,No Failure
873,M15732,M,295.8,306.4,1335,51.7,69,0,No Failure
766,L47945,L,296.9,308.0,1332,53.9,7,0,No Failure
536,H29949,H,297.4,309.3,1365,52.4,76,0,No Failure
1811,L48990,L,298.1,307.6,1364,53.8,129,0,No Failure
298,L47477,L,298.0,308.5,1713,25.3,124,0,No Failure
672,L47851,L,297.5,308.9,1554,34.8,204,0,No Failure
581,M15440,M,297.8,309.8,1798,25.5,203,0,No Failure
901,L48080,L,295.6,306.2,1569,35.1,140,0,No Failure
467,L47646,L,297.2,308.5,1550,41.5,125,0,No Failure
1870,M16729,M,298.3,308.1,1630,32.7,83,0,No Failure
1808,L48987,L,298.0,307.6,1654,28.9,123,0,No Failure
969,L48148,L,295.9,306.7,1547,40.9,107,0,No Failure
1231,M16090,M,297.1,308.4,1880,23.5,155,0,No Failure
1318,L48497,L,299.0,310.3,1428,46.3,175,0,No Failure
1606,L48785,L,297.8,307.8,1396,42.5,23,0,No Failure
609,L47788,L,298.0,309.9,1403,47.7,43,0,No Failure
968,M15827,M,295.9,306.6,1532,38.6,104,0,No Failure
704,H30117,H,297.7,308.9,1479,40.9,87,0,No Failure
670,H30083,H,297.5,308.9,1471,37.7,197,0,No Failure
398,M15257,M,297.4,308.3,1774,28.9,166,0,No Failure
1819,M16678,M,298.1,307.7,1435,40.9,147,0,No Failure
36,M14895,M,298.8,309.2,1452,48.6,98,0,No Failure
516,L47695,L,297.5,309.2,1715,28.0,30,0,No Failure
928,H30341,H,295.6,306.0,1396,52.4,0,0,No Failure
1547,L48726,L,298.4,308.9,1391,48.4,100,0,No Failure
1074,L48253,L,297.0,307.8,1414,47.5,168,0,No Failure
1924,L49103,L,298.0,307.7,1529,34.1,11,0,No Failure
21,H29434,H,298.9,309.3,1375,42.7,58,0,No Failure
515,L47694,L,297.4,309.2,1620,33.2,28,0,No Failure
1296,L48475,L,298.7,309.8,1402,54.3,128,0,No Failure
1336,L48515,L,299.0,310.4,1371,53.8,228,1,Over Strain
403,L47582,L,297.4,308.6,1678,32.3,180,0,No Failure
313,L47492,L,297.9,308.6,1468,36.0,168,0,No Failure
518,M15377,M,297.5,309.4,1391,58.2,34,0,No Failure
146,L47325,L,298.5,308.4,1513,33.6,172,0,No Failure
1445,L48624,L,299.0,310.2,1477,37.9,60,0,No Failure
1610,L48789,L,297.7,307.7,1581,34.9,31,0,No Failure
1618,L48797,L,297.8,307.8,1563,34.3,53,0,No Failure
1833,M16692,M,297.8,307.4,1330,51.7,183,0,No Failure
1430,M16289,M,298.9,310.0,1456,43.8,15,0,No Failure
900,H30313,H,295.6,306.2,1329,55.3,135,0,No Failure
1633,L48812,L,297.9,307.9,1426,43.6,89,0,No Failure
235,L47414,L,298.2,308.4,1478,42.9,183,0,No Failure
1482,M16341,M,298.2,309.2,1332,60.2,147,0,No Failure
1704,M16563,M,298.1,307.8,1636,36.7,51,0,No Failure
422,M15281,M,297.3,308.3,1657,31.1,8,0,No Failure
1035,M15894,M,296.3,307.4,1958,19.1,67,0,No Failure
324,L47503,L,297.8,308.5,1561,46.3,194,0,No Failure
774,L47953,L,296.8,308.0,1510,39.4,29,0,No Failure
120,L47299,L,298.7,308.5,1467,40.7,106,0,No Failure
65,L47244,L,299.0,309.1,1523,38.6,177,0,No Failure
264,M15123,M,298.0,308.1,1587,32.3,30,0,No Failure
415,L47594,L,297.4,308.4,1588,32.5,207,0,No Failure
1171,M16030,M,297.1,308.1,1823,24.3,219,0,No Failure
1614,L48793,L,297.9,308.0,1296,62.9,41,0,No Failure
380,L47559,L,297.3,308.2,1754,26.8,125,0,No Failure
283,M15142,M,298.1,308.1,1390,49.8,85,0,No Failure
142,L47321,L,298.7,308.5,1544,35.2,159,0,No Failure
645,H30058,H,297.7,309.4,1608,30.2,135,0,No Failure
1476,M16335,M,298.4,309.5,1519,35.4,133,0,No Failure
1570,M16429,M,298.1,308.2,1654,35.3,155,0,No Failure
1144,L48323,L,297.0,307.9,1479,39.2,151,0,No Failure
1926,L49105,L,297.9,307.7,1537,37.7,15,0,No Failure
1768,M16627,M,298.3,307.7,1520,41.4,10,0,No Failure
386,M15245,M,297.6,308.6,1414,45.4,138,0,No Failure
50,M14909,M,298.9,309.2,1412,44.1,140,0,No Failure
309,L47488,L,297.9,308.5,1305,47.2,155,0,No Failure
1551,L48730,L,298.4,308.9,1638,32.4,109,0,No Failure
1513,H30926,H,298.0,308.7,1503,36.3,5,0,No Failure
1793,M16652,M,298.1,307.7,1445,48.0,73,0,No Failure
893,L48072,L,295.7,306.1,1343,54.4,119,0,No Failure
1154,H30567,H,297.0,307.9,1448,45.6,172,0,No Failure
1802,M16661,M,298.0,307.5,1427,43.6,101,0,No Failure
275,L47454,L,298.1,308.0,1652,28.5,63,0,No Failure
411,M15270,M,297.5,308.6,1472,44.9,198,0,No Failure
998,M15857,M,296.3,307.2,1446,45.9,180,0,No Failure
1085,M15944,M,297.0,307.7,1498,47.1,199,0,No Failure
457,H29870,H,297.3,308.7,1478,47.6,98,0,No Failure
691,H30104,H,297.6,309.0,1413,40.2,51,0,No Failure
1497,L48676,L,298.0,308.7,1268,69.4,189,1,Over Strain
754,L47933,L,296.8,308.0,1536,40.4,217,0,No Failure
340,M15199,M,297.5,308.2,1713,32.2,17,0,No Failure
445,L47624,L,297.4,308.4,1582,37.2,68,0,No Failure
1127,L48306,L,296.8,307.9,1706,30.8,111,0,No Failure
653,L47832,L,297.7,309.2,1391,44.5,159,0,No Failure
381,L47560,L,297.5,308.3,2564,12.8,127,1,No Failure
140,L47319,L,298.8,308.6,1268,55.8,155,0,No Failure
1390,L48569,L,298.9,310.2,1533,42.8,138,0,No Failure
484,L47663,L,297.4,309.0,1324,56.9,173,0,No Failure
82,L47261,L,298.9,308.9,1450,47.5,9,0,No Failure
1994,M16853,M,298.3,308.0,1463,42.5,190,0,No Failure
92,L47271,L,298.9,308.9,1830,24.9,35,0,No Failure
1381,L48560,L,298.7,310.1,1786,27.7,114,0,No Failure
1322,L48501,L,298.9,310.2,1362,53.0,185,0,No Failure
1038,H30451,H,296.4,307.5,1596,35.1,75,0,No Failure
289,H29702,H,298.2,308.4,1385,42.2,98,0,No Failure
872,L48051,L,295.8,306.4,1339,53.2,67,0,No Failure
952,H30365,H,295.6,306.3,1509,35.8,60,0,No Failure
1233,L48412,L,297.2,308.6,1500,37.1,161,0,No Failure
1855,M16714,M,297.6,307.2,1470,42.6,44,0,No Failure
396,L47575,L,297.4,308.3,1571,37.7,162,0,No Failure
271,H29684,H,298.0,308.0,1520,39.6,51,0,No Failure
1300,M16159,M,298.7,309.9,1458,40.2,137,0,No Failure
1881,L49060,L,298.1,307.7,1705,29.1,109,0,No Failure
1655,L48834,L,298.2,308.1,1379,62.3,149,0,No Failure
613,L47792,L,298.1,309.9,1563,32.8,51,0,No Failure
1353,M16212,M,298.7,310.2,1598,33.3,36,0,No Failure
153,M15012,M,298.4,308.2,1584,41.0,191,0,No Failure
867,L48046,L,295.9,306.6,1678,26.7,53,0,No Failure
1320,L48499,L,299.0,310.3,1929,24.4,180,0,No Failure
563,L47742,L,297.6,309.5,1574,30.9,151,0,No Failure
470,M15329,M,297.3,308.8,1586,32.7,131,0,No Failure
108,M14967,M,298.8,308.8,1497,46.8,72,0,No Failure
479,L47658,L,297.4,309.0,1833,22.6,161,0,No Failure
1132,L48311,L,296.8,307.9,1489,33.4,123,0,No Failure
1013,M15872,M,296.1,307.1,1433,38.5,14,0,No Failure
913,L48092,L,295.6,306.0,1569,40.4,174,0,No Failure
1334,M16193,M,299.0,310.3,1558,35.4,223,0,No Failure
1354,M16213,M,298.6,310.1,1444,48.1,39,0,No Failure
552,L47731,L,297.4,309.2,1274,54.3,121,0,No Failure
1111,L48290,L,296.5,307.4,1292,52.5,62,0,No Failure
932,L48111,L,295.5,305.9,1542,36.2,12,0,No Failure
539,M15398,M,297.4,309.3,1499,36.8,88,0,No Failure
1821,L49000,L,298.1,307.5,1493,43.7,153,0,No Failure
1706,M16565,M,298.1,307.8,1608,32.6,57,0,No Failure
1321,M16180,M,299.0,310.3,1540,38.1,182,0,No Failure
1079,H30492,H,296.9,307.7,1656,30.8,181,0,No Failure
1303,L48482,L,298.6,309.8,1505,45.7,144,0,No Failure
571,L47750,L,297.7,309.7,1498,41.0,176,0,No Failure
437,L47616,L,297.3,308.3,1504,36.3,45,0,No Failure
972,L48151,L,295.9,306.6,1557,41.1,113,0,No Failure
1537,M16396,M,298.2,308.9,1326,54.4,75,0,No Failure
1311,L48490,L,298.9,310.2,1498,50.2,160,0,No Failure
549,L47728,L,297.4,309.3,1332,53.2,115,0,No Failure
1140,M15999,M,297.0,307.9,1569,33.3,141,0,No Failure
706,L47885,L,297.7,309.0,1507,38.2,94,0,No Failure
1515,M16374,M,298.1,308.8,1628,37.6,12,0,No Failure
312,M15171,M,298.0,308.6,1453,44.1,165,0,No Failure
27,L47206,L,299.1,309.5,1512,39.0,75,0,No Failure
1299,M16158,M,298.7,309.8,1343,53.6,134,0,No Failure
268,L47447,L,297.9,308.0,1954,21.1,42,0,No Failure
1329,M16188,M,298.8,310.1,1719,28.8,206,0,No Failure
1215,M16074,M,296.8,307.8,1694,33.0,115,0,No Failure
291,L47470,L,298.1,308.4,1438,45.6,105,0,No Failure
511,L47690,L,297.5,309.3,1564,37.5,20,0,No Failure
1645,L48824,L,298.0,307.8,1622,33.3,121,0,No Failure
736,L47915,L,296.9,308.4,1557,32.4,173,0,No Failure
1803,H31216,H,298.1,307.6,1496,44.1,104,0,No Failure
1982,L49161,L,298.0,307.6,1385,45.0,158,0,No Failure
1436,H30849,H,298.8,309.9,1526,42.1,30,0,No Failure
1307,L48486,L,298.8,310.0,1487,41.4,152,0,No Failure
375,L47554,L,297.4,308.3,1431,43.0,113,0,No Failure
1499,L48678,L,298.0,308.8,1790,27.2,193,0,No Failure
1866,L49045,L,297.9,307.7,1567,34.7,74,0,No Failure
138,L47317,L,298.7,308.6,1297,55.3,148,0,No Failure
425,L47604,L,297.3,308.4,1430,45.7,15,0,No Failure
249,L47428,L,298.0,308.3,1362,56.8,216,1,Over Strain
898,L48077,L,295.6,306.2,1612,31.2,131,0,No Failure
1166,L48345,L,297.1,308.1,1487,34.6,208,0,No Failure
599,L47778,L,297.7,309.6,1480,47.9,18,0,No Failure
1827,H31240,H,297.8,307.3,1516,40.1,166,0,No Failure
33,L47212,L,299.0,309.4,1419,48.3,91,0,No Failure
37,M14896,M,298.9,309.2,1581,36.7,101,0,No Failure
1990,L49169,L,298.2,307.9,1785,23.4,181,0,No Failure
94,L47273,L,299.1,309.0,1450,43.0,40,0,No Failure
532,L47711,L,297.6,309.5,1549,34.9,68,0,No Failure
99,L47278,L,298.9,308.8,1529,32.7,53,0,No Failure
1587,M16446,M,298.3,308.4,1486,44.2,196,0,No Failure
781,M15640,M,296.9,308.0,1409,50.7,43,0,No Failure
1521,L48700,L,298.3,309.1,1472,40.1,31,0,No Failure
1490,M16349,M,298.2,309.0,1723,26.6,168,0,No Failure
192,L47371,L,298.2,308.4,1666,34.6,74,0,No Failure
922,H30335,H,295.5,305.9,1593,37.2,197,0,No Failure
678,L47857,L,297.9,309.2,1478,39.7,10,0,No Failure
