UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min]
4958,L47618,L,301.7974285,309.3931641,1539,19.9484649,114
3905,M15299,M,296.0484088,308.4898672,2567,62.41472876,120
449,L47620,L,296.080507,311.3193045,2744,25.22677659,208
69,H29855,H,304.3770841,311.8524509,1204,71.91821614,210
7097,L47622,L,298.7432913,312.6091701,2828,22.03085904,131
4909,H29857,H,298.7099078,313.5801385,1858,16.01006353,117
7370,L47624,L,302.777756,307.8599152,2011,39.71398658,153
7742,L47625,L,304.0146869,311.5003572,2228,7.477500588,151
1191,L47626,L,304.3712098,308.8934917,1268,6.450773834,166
1741,M15307,M,302.2310793,311.184364,2734,39.90985889,183
3193,L47628,L,298.7615882,309.5554517,2381,19.45978092,181
3893,L47629,L,296.0682066,313.7495621,2703,4.480872075,37
8289,M15310,M,302.4497516,311.6041073,1825,25.35294315,109
9707,H29865,H,300.4373191,313.4151795,1257,38.55234336,181
6044,M15312,M,299.2028425,312.4632534,2197,32.50421747,146
1077,L47633,L,303.6384603,313.0134982,2072,13.66217714,221
9,L47634,L,296.3230168,312.2967955,2330,46.00032747,25
251,L47635,L,299.832151,309.419189,1262,55.51224176,126
8552,H29870,H,295.4044535,307.7394865,2822,52.97925101,51
2397,L47637,L,299.6116779,308.6995934,1799,32.46586787,202
124,L47638,L,295.8179901,305.8639135,2577,13.81699981,117
9021,L47639,L,296.3931248,309.9443447,1290,40.16263711,60
9627,H29874,H,296.3812415,309.7909682,2476,68.62343176,230
7673,L47641,L,301.2727348,309.9545288,1533,37.9230234,194
2078,L47642,L,302.1636129,313.5896529,1858,18.04558042,243
9308,L47643,L,300.6669926,313.0827774,2681,10.57428047,149
596,L47644,L,304.1519874,307.0098735,1492,72.51785925,144
3087,M15325,M,298.7488093,308.6879484,1574,57.89108497,138
6965,L47646,L,297.9285512,309.1340451,2163,26.58399561,110
1745,L47647,L,303.291112,308.6203166,1686,25.30165517,166
23,L47648,L,297.3570817,312.1678173,2063,68.97190583,188
8518,M15329,M,304.1616474,309.9447051,2830,16.72696749,238
4973,H29884,H,295.4118212,310.3340085,1244,42.75071469,218
8155,H29885,H,304.2228852,312.6094098,1401,55.74311123,48
263,M15332,M,295.6970712,312.228018,1997,32.65721762,106
1586,M15333,M,303.4985166,306.7709133,1753,6.704890537,92
433,L47654,L,300.1548502,311.4827081,1651,20.38084164,123
8752,L47655,L,304.4352761,309.2270326,2655,69.45163241,60
6312,L47656,L,295.9789284,308.0866561,1438,41.88306079,139
9895,H29891,H,300.3954594,306.1051524,2106,63.16412274,140
2489,L47658,L,304.2175833,309.6467214,2658,44.25390752,57
5695,M15339,M,300.1125002,308.5790371,1636,72.49423257,10
6072,L47660,L,301.0904675,307.7372556,1799,69.9849607,191
214,M15341,M,301.7008879,311.326841,1714,38.95424946,158
9858,L47662,L,299.4817778,311.9328316,1886,26.97034905,138
7024,L47663,L,301.0735343,307.6827951,2175,47.60148772,248
7922,L47664,L,300.6756917,306.1005242,1437,52.93182323,121
3479,M15345,M,303.5906537,312.5748969,1772,40.08025072,104
2798,M15346,M,295.7181067,305.7806739,2132,63.6622185,170
9234,M15347,M,297.8848613,313.2906112,1545,17.14631639,248
2392,L47668,L,304.0437857,310.783721,1344,28.14518127,35
5366,M15349,M,303.4904268,308.3069577,1441,53.76819882,129
9276,L47670,L,299.4920421,307.6964711,2882,21.7585854,86
5762,L47671,L,301.0052199,305.7729459,2832,35.82069741,60
7217,L47672,L,297.8519069,307.6073185,1804,73.95980219,163
1951,L47673,L,297.0307147,306.8155992,1194,49.36377081,77
6824,L47674,L,299.5660253,310.6585464,1743,72.89136668,228
848,H29909,H,298.5508405,307.0490193,1227,56.39373416,48
5503,M15356,M,300.6696362,309.9819017,1898,56.55574083,154
7477,L47677,L,296.0151587,310.479943,2408,46.88720224,139
4672,L47678,L,304.2644322,308.1141378,2872,14.1527857,185
8737,L47679,L,304.3731388,305.9840261,1828,41.63520038,220
4154,M15360,M,301.7230878,306.0017564,1437,22.1940994,5
2112,M15361,M,300.2320866,305.9134134,2307,76.50336196,43
2173,L47682,L,298.1476541,311.6869098,1412,23.23482924,174
8572,M15363,M,302.7869142,308.2758786,1827,20.5939294,22
9354,M15364,M,301.5995268,312.1500315,2795,49.21869369,114
66,L47685,L,296.7960758,309.1970359,1252,40.9970736,201
5299,L47686,L,303.6805301,309.3692846,2790,5.354492085,97
798,H29921,H,302.8673426,309.8543491,2074,13.23001543,252
5291,L47688,L,304.0381592,311.4755548,2823,62.84392617,107
632,M15369,M,301.9766195,307.9153732,2641,39.01277433,203
9560,L47690,L,300.9434198,306.6848575,1703,14.42990764,95
3259,L47691,L,299.1478359,310.2040644,1256,37.66965857,25
7102,L47692,L,303.881102,308.3485187,1716,22.22925325,134
8419,L47693,L,303.2677878,309.2841796,2021,20.07745837,159
7434,L47694,L,295.7160118,310.9402683,2062,73.52240013,32
8384,L47695,L,295.5425762,309.7024185,1674,30.15538556,81
2800,L47696,L,298.763463,310.7242584,1575,7.18018442,226
5726,M15377,M,302.7570906,310.10802,2462,74.43978177,147
1150,L47698,L,304.3829404,311.6923506,1691,61.66432104,94
3004,M15379,M,296.6838354,311.4180866,2685,22.32128872,196
3546,L47700,L,300.7660026,310.0269381,1774,33.56732557,223
20,L47701,L,298.8041959,311.1991145,2170,66.57468103,179
8625,M15382,M,304.2232125,312.7758328,1615,29.81970421,238
1000,L47703,L,303.0474941,309.2013974,1710,45.10701426,169
2659,L47704,L,303.0126241,309.0433809,2116,42.73758011,210
2535,L47705,L,299.6119771,311.8903895,1517,33.01424314,128
4426,L47706,L,299.1163394,310.4186861,2019,50.35573845,190
1691,M15387,M,297.8153451,306.2751549,1495,38.25556568,6
7475,M15388,M,295.8186546,312.9261073,2477,5.345579794,123
6329,L47709,L,303.2554459,305.9493431,2226,63.08709024,57
8527,M15390,M,302.7786893,311.7620105,2724,12.03774098,85
2554,L47711,L,304.4974026,311.8462326,1790,37.58574697,177
2511,L47712,L,304.4690589,313.4201998,1655,46.01677758,33
6053,L47713,L,300.4099717,306.1384887,1654,55.16084075,50
7139,L47714,L,302.3746842,310.5345406,1312,33.70598777,119
1872,H29949,H,303.9918447,309.1655086,2715,57.34792986,247
1605,L47716,L,303.116756,308.3781269,1923,13.36228617,137
9749,H29951,H,297.5756025,306.4315803,1313,51.37083591,110
7144,M15398,M,299.445006,310.2574984,2188,63.95747393,105
8981,M15399,M,296.4882666,309.5802299,2694,68.55152122,25
642,L47720,L,304.0772695,306.5468911,2795,45.99244091,31
7303,L47721,L,300.8768066,310.661165,1995,26.57877042,123
7371,L47722,L,297.4035138,311.6774203,1794,15.69235405,169
3107,H29957,H,301.4796463,311.9149542,2718,28.95667721,218
9644,M15404,M,300.9867798,313.0335228,2463,43.11013437,189
2990,L47725,L,298.595097,309.016713,1701,18.09284031,11
4919,L47726,L,296.3447298,313.4198894,1797,73.14308513,167
4304,M15407,M,301.4784734,312.7099782,2048,69.11145922,86
9071,L47728,L,300.0868308,308.1016627,2286,6.199283786,77
7743,L47729,L,302.4053292,306.9901926,2638,44.71081891,33
2390,L47730,L,300.0855042,309.2266541,1582,61.26167993,208
1613,L47731,L,303.1400698,308.9553795,1424,21.66453468,69
7633,M15412,M,300.3775429,310.3633264,2453,41.93964572,154
3465,M15413,M,300.4606293,310.4254285,1254,33.35620904,7
6981,H29968,H,303.3652131,311.7748946,2072,18.10856804,224
8763,M15415,M,299.0120424,309.8301086,2627,48.55288155,226
9367,L47736,L,296.5329401,306.5490634,1737,76.14079037,174
5740,M15417,M,295.5648006,312.6521598,1909,30.39291255,80
5227,L47738,L,302.2472628,308.2090931,1275,44.0131918,25
5259,L47739,L,301.0068479,313.5675094,2210,27.66782082,56
280,L47740,L,301.7775339,306.6546669,2556,67.6418593,134
6216,M15421,M,297.2592703,313.4618345,2844,66.74307659,237
2671,L47742,L,296.5546176,306.4371956,2570,16.81470264,215
5858,L47743,L,295.4338109,307.5713927,1327,69.31627804,216
2154,H29978,H,298.5254055,306.0772975,1267,14.82983416,226
7669,H29979,H,300.7272427,311.4114165,1432,10.74802906,25
6303,M15426,M,298.9086452,312.5874198,1917,51.33364002,186
5270,M15427,M,299.3247693,309.2159758,2240,31.89381891,113
4110,L47748,L,303.61826,313.2210288,1844,42.4379152,117
2053,M15429,M,298.5039503,310.4814225,1966,51.30715293,196
3067,L47750,L,300.0287033,310.8030578,2606,7.646550911,115
9050,M15431,M,302.5096077,312.5478955,2250,25.12699086,245
7247,L47752,L,298.9481936,308.1040817,1350,37.3539795,46
7773,L47753,L,301.0231976,308.5695523,1826,23.20756343,101
5887,M15434,M,303.2337461,313.0382105,2638,7.365116776,123
8969,M15435,M,304.0355897,312.9978043,2492,10.11005453,162
7546,H29990,H,296.653076,313.6095105,1775,62.16724485,157
3449,L47757,L,303.8246062,313.0048904,2746,70.14895607,177
7314,L47758,L,299.8274699,306.7317135,2545,14.88258442,216
7823,M15439,M,297.6758484,312.3721667,2404,21.94627049,23
1556,M15440,M,299.524049,309.0196917,2380,51.28375666,29
5690,L47761,L,304.3162997,313.725491,1810,73.2709853,211
3368,L47762,L,299.8320865,309.5254758,1514,25.61013082,53
578,H29997,H,298.3245148,310.1860723,1979,66.05955199,66
5517,H29998,H,301.1272879,309.9911768,1968,40.63859412,31
2523,L47765,L,297.5093397,308.3060699,2328,73.43746893,250
5694,L47766,L,295.9979426,306.3076789,2221,13.71963062,7
46,H30001,H,296.4856934,312.954775,1313,74.68335059,242
5725,L47768,L,296.4780217,312.2016741,2659,35.90324411,177
981,L47769,L,296.6975048,306.8301669,2808,73.17391482,174
5548,L47770,L,296.57721,311.991823,1670,37.1926478,214
3295,H30005,H,301.1960477,310.769358,1966,42.38997936,45
5989,H30006,H,296.9732968,309.0140647,2135,62.38762071,79
2115,L47773,L,298.480139,307.7575713,2382,56.40735485,34
8818,H30008,H,303.5504534,312.6638031,1638,48.90712173,188
3555,M15455,M,299.6604471,311.3715249,1857,34.15614572,88
7730,M15456,M,301.4415312,310.1366933,2536,61.48951315,78
258,H30011,H,296.8853428,310.6375051,1168,72.83102266,178
4044,L47778,L,297.069059,306.4376361,1277,4.514233297,190
6952,H30013,H,295.6759913,309.5387501,2061,46.59512302,135
253,L47780,L,296.8542026,307.2689724,2255,66.84341163,33
5701,L47781,L,297.8630311,307.3879078,1923,51.34659272,24
9405,L47782,L,296.9284965,311.0565621,1220,62.10036997,112
6297,L47783,L,296.1160633,313.0811748,1429,68.96044836,171
2125,L47784,L,296.40985,308.9704285,2720,58.46923395,82
6847,M15465,M,299.5391647,307.3827691,2493,55.99886682,42
8917,L47786,L,297.1982702,310.9548502,2053,74.03350089,125
4664,M15467,M,298.6512827,312.7566151,1401,66.67624309,177
5875,L47788,L,299.9314389,311.7613823,1240,63.15950891,12
9370,L47789,L,301.6516324,312.7369336,2548,10.09016464,173
2203,L47790,L,295.6616717,310.0460928,2118,21.20137549,124
2842,L47791,L,302.6545757,311.7901976,2794,44.33183857,75
271,L47792,L,301.0766836,306.8345229,1651,55.45597564,206
8754,L47793,L,296.0521831,308.5210244,2197,25.87404423,86
5510,M15474,M,303.3369233,308.8553482,2044,10.59428664,180
3140,L47795,L,303.7720261,309.8414955,2026,26.4480208,190
1694,H30030,H,295.8619172,313.2255185,1304,59.93092435,103
9037,M15477,M,297.8472744,312.7818021,1946,67.67479494,129
3624,H30032,H,302.7170518,306.7896565,2595,70.2593856,39
4995,L47799,L,302.1839892,307.0995962,1795,31.38149424,22
7081,M15480,M,296.9975934,308.5968885,1722,30.92080825,251
9295,L47801,L,297.2260138,308.0550253,1910,33.40830389,186
751,M15482,M,298.7083433,310.6796447,1737,31.15892937,68
7740,L47803,L,299.7576115,313.012486,2397,52.29911303,33
4414,H30038,H,300.9879439,313.4945615,1577,29.88593348,201
8015,L47805,L,298.6940055,310.9941839,2797,5.281038586,154
9965,L47806,L,299.5553194,312.4890895,2227,35.76099093,54
2087,L47807,L,302.1767326,309.9541378,1397,20.11827042,105
5702,M15488,M,295.6374855,307.3874483,2418,5.897159631,3
3866,L47809,L,297.6224199,309.9499761,2886,38.07736687,195
8699,L47810,L,301.8628162,310.1961691,1429,18.79349191,199
329,L47811,L,303.5359029,311.7139063,2322,36.75960412,69
9907,H30046,H,300.0074325,307.4810522,2768,24.02019903,216
8414,L47813,L,300.1954441,308.6833141,2059,47.75000576,154
3888,L47814,L,296.2859825,308.6486225,1615,75.93587376,46
6817,L47815,L,299.4161938,313.4714607,1353,43.63848383,113
6317,L47816,L,300.2000789,309.2959542,2820,50.89402275,116
9171,L47817,L,297.5307286,311.8162611,2377,70.72327516,117
3094,L47818,L,297.7770377,311.7815722,2465,31.02723041,167
6954,L47819,L,298.7710143,307.8509079,2854,15.92472714,211
621,M15500,M,295.484655,310.3321445,1519,24.3876422,154
3466,L47821,L,298.2631283,312.9438534,2604,33.12347168,6
6191,M15502,M,297.2453217,309.5491015,2342,50.7572872,250
9824,M15503,M,298.3129756,313.3554518,1551,4.134008542,150
5245,H30058,H,296.4018116,307.4371117,2227,65.92629804,211
5415,L47825,L,303.492851,306.3006888,1493,9.339641238,191
4936,M15506,M,300.7610506,312.9207764,1632,69.36769484,112
9753,L47827,L,301.5477413,312.5662177,1633,72.91883314,242
6714,H30062,H,302.5603754,313.739978,2286,75.87948341,97
6075,M15509,M,299.8856682,311.2030873,2325,62.73234142,28
6682,L47830,L,296.0996667,313.2871722,1329,14.12708229,188
5417,L47831,L,300.2413802,312.3982871,1723,55.20896075,171
8236,L47832,L,300.6989383,312.5398533,1467,18.60178996,114
4470,L47833,L,302.1580432,310.3100467,1523,69.11090643,196
6757,L47834,L,299.2712678,308.7971532,2431,26.84891139,154
1028,L47835,L,296.4737388,313.2699204,1731,27.59074713,139
9919,M15516,M,297.9107383,309.2001491,1960,70.60515994,144
9025,L47837,L,298.6403571,310.0644369,2190,4.763221953,36
7801,L47838,L,301.2424386,309.3135259,1753,17.92073583,33
1389,L47839,L,300.5511604,310.2750283,1917,34.51666901,221
913,M15520,M,298.5760899,309.5110911,2358,54.8125301,163
9285,M15521,M,304.3759403,306.0885372,1307,50.94281689,133
7640,M15522,M,300.8731283,312.8445903,2330,52.53318451,95
7673,L47843,L,297.4824865,309.2995899,1402,67.86560367,159
5433,L47844,L,296.2363987,310.4704436,2194,12.61101401,72
5192,L47845,L,296.7063041,306.8274212,1423,41.81337148,121
9462,L47846,L,297.5628111,305.7274416,1538,56.61477577,149
758,L47847,L,296.7782686,307.6868498,1445,50.10942264,9
9981,L47848,L,297.0164166,311.4071469,1683,36.43726793,28
8044,H30083,H,297.9228756,306.5034757,2071,5.045941851,138
5193,L47850,L,296.8950371,313.0619883,2403,8.200924939,91
2834,L47851,L,303.5502419,307.4416828,2407,12.45892859,193
7696,M15532,M,296.0381505,307.3572083,1437,28.78698041,55
3062,L47853,L,300.1255048,307.1702145,1643,12.36517135,84
2088,L47854,L,299.0756508,305.8132519,2719,34.81879239,248
3111,M15535,M,304.3378833,311.9516243,2095,16.80513691,94
7029,H30090,H,296.3307579,312.7877797,1231,60.52329918,57
3244,L47857,L,298.9602715,310.6747179,1627,67.2442985,232
7658,M15538,M,304.219128,307.2244199,2207,32.16633858,51
7600,L47859,L,303.2626656,308.0107518,1731,41.02495251,60
1725,M15540,M,302.8170631,309.5550062,2210,73.21452639,16
9126,M15541,M,297.672706,313.4302022,2516,42.78496459,218
555,H30096,H,296.8721658,307.7035461,2075,76.24133011,29
8196,L47863,L,301.4515176,311.6263318,1260,14.14713634,232
1285,L47864,L,303.8502591,309.2595306,1940,66.57008342,248
4977,M15545,M,300.4222186,308.1125635,1977,39.99637859,71
6159,M15546,M,300.5588367,309.3929191,2208,5.453587299,36
8280,M15547,M,297.8758077,306.2767744,2814,74.57783014,132
6104,H30102,H,302.379335,312.1693677,2007,74.0554871,153
5104,H30103,H,297.0208025,307.6707456,1655,31.70211717,197
9833,H30104,H,298.277849,311.5758382,2285,73.26154278,79
217,L47871,L,299.2140152,306.2536218,2201,14.06550195,128
6554,L47872,L,299.9700155,313.4362983,1916,53.31201827,136
8383,L47873,L,297.5301695,307.2634214,1695,17.77243025,212
1734,L47874,L,296.3564988,312.8502108,2680,21.75591881,70
4713,L47875,L,300.9177044,312.256733,2335,60.53576543,106
7195,M15556,M,297.9554011,313.5396654,1721,31.27166856,191
1206,M15557,M,300.6473916,309.5709144,1682,4.318882206,206
2643,L47878,L,296.720137,311.5919181,2661,33.95655728,151
6374,H30113,H,299.7264889,308.7027563,1544,20.40344654,132
3356,M15560,M,300.1998228,307.1933827,2859,53.54641771,178
2165,L47881,L,295.7767765,309.2889151,2685,17.95586512,165
100,M15562,M,298.3967594,307.042567,2876,65.11605687,246
600,H30117,H,296.536615,313.6545614,1651,23.24437128,156
9052,L47884,L,295.8830497,306.4795966,1619,32.4124572,173
5785,L47885,L,304.4076341,310.472615,2727,25.49708347,179
6439,M15566,M,298.2656554,310.7743572,1954,50.67761972,120
5843,L47887,L,302.7508449,310.0584443,2266,11.1647058,173
7181,M15568,M,297.642694,311.0637057,2231,38.60563433,74
7743,M15569,M,301.569825,306.6410643,1469,28.14831055,67
9186,M15570,M,302.2940963,310.19565,2743,68.16524373,186
3911,L47891,L,300.7798764,308.0264218,2253,9.144400412,137
9369,L47892,L,299.6385009,313.3154261,2694,64.20180073,97
5821,L47893,L,299.0889364,311.8727804,2166,16.00713869,248
1377,L47894,L,298.5095881,313.5773673,2436,10.24845364,131
8764,L47895,L,303.8516681,306.0042042,1185,18.52910407,51
9708,H30130,H,302.9416986,308.0095787,2843,11.27313709,73
4660,L47897,L,304.1782476,307.282923,1565,41.72763143,224
8372,L47898,L,296.4435345,305.7903522,2174,75.74204857,237
726,L47899,L,302.0239808,307.6628384,1761,6.29903122,17
1041,L47900,L,303.9327322,311.1980855,1356,37.37014383,75
6270,L47901,L,296.9673442,307.5718203,2811,31.90591996,178
82,L47902,L,295.9117657,309.8229279,1271,28.52334696,150
5736,M15583,M,302.11831,312.8913267,2837,27.95967084,107
1206,L47904,L,300.5851526,311.3194392,2535,68.95692868,152
6674,L47905,L,303.0448247,308.8964955,2562,5.181463735,59
5773,M15586,M,296.5859059,308.7169984,1200,60.213913,36
6143,H30141,H,302.6164593,309.3914601,1916,22.21353542,195
2982,M15588,M,297.1549713,307.1340357,1541,31.70391319,76
5307,L47909,L,296.8056347,310.8354062,2369,34.38691366,145
3447,M15590,M,296.8112453,308.6496378,2203,25.9844717,125
9683,M15591,M,302.7940874,312.6041593,1908,10.61108514,28
2289,L47912,L,301.4198144,311.8280765,2057,12.12328579,107
5857,M15593,M,300.1122019,310.6451566,1623,25.50394583,29
2382,H30148,H,298.6012405,308.650038,2834,63.62769905,239
8240,L47915,L,303.370245,307.4004478,1416,13.60089312,118
4009,L47916,L,298.910495,311.9868301,1615,57.86417985,101
7272,H30151,H,302.8127148,309.6399137,2185,24.8297163,219
8655,L47918,L,299.3400412,307.5204753,2147,68.11624728,251
5194,L47919,L,298.7678888,307.2809144,2761,34.98231301,6
7735,M15600,M,299.556654,307.0397473,2195,16.30145721,215
2365,L47921,L,298.0726764,311.9950057,2427,75.56947597,168
7922,L47922,L,302.1780063,307.5547962,1340,16.658993,73
1794,L47923,L,299.9250276,309.9658023,2513,45.12272299,36
3541,L47924,L,297.4363568,309.3575255,1538,45.24405561,26
9226,L47925,L,303.5760861,310.3948483,2739,30.94081925,20
8780,L47926,L,298.8317992,312.8049547,1958,73.06836954,227
7426,L47927,L,300.3006863,312.7287539,1916,65.23406814,42
5753,H30162,H,303.6395434,309.3537162,1954,64.21086403,50
6977,L47929,L,301.0429896,305.8244666,2487,74.7182609,92
2775,L47930,L,296.375462,309.1541948,2007,37.07755982,70
476,M15611,M,303.9464555,310.6101677,1567,10.87512447,12
4341,L47932,L,301.0749141,310.2178945,2249,59.52519137,108
7505,L47933,L,298.3811317,310.9758225,2721,31.52315578,180
4584,M15614,M,296.5813031,306.9480134,1715,17.65712705,214
7889,H30169,H,302.6050317,310.9369343,1575,38.98040659,190
5024,L47936,L,301.0046694,307.1794781,1808,71.19233884,113
5582,L47937,L,300.207842,311.7792442,2704,16.27479098,184
5486,L47938,L,303.5238118,308.4466097,1231,65.58527375,152
3567,M15619,M,302.5550943,311.450153,1741,34.24531975,124
6361,L47940,L,296.6954089,306.0877114,1587,13.7591842,104
1349,L47941,L,298.167843,309.0036662,1313,65.56223173,236
2358,M15622,M,297.5861001,311.4107796,2463,74.38836084,140
5001,L47943,L,302.1443059,307.5376512,1184,25.00450811,36
5215,L47944,L,295.6084984,312.1418251,1265,25.89743608,157
5909,L47945,L,300.5429851,310.8093158,1619,32.23174757,217
4609,L47946,L,302.3146199,310.4592504,2142,63.06869053,139
2447,L47947,L,303.3662439,308.5637457,2065,4.558371923,248
9793,L47948,L,298.4471521,309.6078569,2183,20.10403697,192
3078,L47949,L,302.8555672,310.5385293,2434,55.18950625,17
6056,L47950,L,296.317812,309.5269431,1646,33.330552,121
8099,H30185,H,303.0873611,311.3563379,1368,27.84552135,84
