UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Failure Type,Failure Type Encoded
432,L47611,L,297.5,308.5,1446,41.9,32,No Failure,1
433,M15292,M,297.6,308.5,1466,39.7,34,No Failure,1
434,M15293,M,297.6,308.5,1848,23.7,37,No Failure,1
435,M15294,M,297.5,308.5,1484,44.7,40,No Failure,1
436,L47615,L,297.4,308.3,1493,41.2,43,No Failure,1
437,L47616,L,297.3,308.3,1504,36.3,45,No Failure,1
438,L47617,L,297.3,308.3,1538,38.5,47,No Failure,1
439,L47618,L,297.4,308.4,1341,52.2,49,No Failure,1
440,M15299,M,297.4,308.3,1535,34.6,51,No Failure,1
441,L47620,L,297.4,308.5,1389,39.2,54,No Failure,1
442,H29855,H,297.5,308.5,1393,46.6,56,No Failure,1
443,L47622,L,297.4,308.5,1399,61.5,61,Power Failure,3
444,H29857,H,297.4,308.5,1469,45.1,63,No Failure,1
445,L47624,L,297.4,308.4,1582,37.2,68,No Failure,1
446,L47625,L,297.5,308.6,1793,26.7,70,No Failure,1
447,L47626,L,297.5,308.6,1452,39.0,72,No Failure,1
448,M15307,M,297.6,308.7,1376,59.9,74,No Failure,1
449,L47628,L,297.5,308.6,1552,44.9,77,No Failure,1
450,L47629,L,297.6,308.7,1622,37.9,79,No Failure,1
451,M15310,M,297.6,308.7,1419,41.7,81,No Failure,1
452,H29865,H,297.5,308.6,1440,46.1,84,No Failure,1
453,M15312,M,297.4,308.6,1643,31.0,89,No Failure,1
454,L47633,L,297.4,308.7,1510,36.2,92,No Failure,1
455,L47634,L,297.4,308.7,1468,46.6,94,No Failure,1
456,L47635,L,297.4,308.7,1429,57.4,96,No Failure,1
457,H29870,H,297.3,308.7,1478,47.6,98,No Failure,1
458,L47637,L,297.4,308.6,1276,53.6,103,No Failure,1
459,L47638,L,297.3,308.6,1486,42.6,105,No Failure,1
460,L47639,L,297.4,308.6,1476,42.3,107,No Failure,1
461,H29874,H,297.3,308.6,1431,42.0,109,No Failure,1
462,L47641,L,297.4,308.7,1402,40.2,114,No Failure,1
463,L47642,L,297.4,308.7,1433,43.4,116,No Failure,1
464,L47643,L,297.4,308.7,2874,4.2,118,Power Failure,3
465,L47644,L,297.3,308.6,1511,35.7,120,No Failure,1
466,M15325,M,297.3,308.6,1456,42.9,122,No Failure,1
467,L47646,L,297.2,308.5,1550,41.5,125,No Failure,1
468,L47647,L,297.2,308.5,2182,16.5,127,No Failure,1
469,L47648,L,297.3,308.7,1619,31.6,129,No Failure,1
470,M15329,M,297.3,308.8,1586,32.7,131,No Failure,1
471,H29884,H,297.3,308.8,1499,44.2,134,No Failure,1
472,H29885,H,297.3,308.8,1419,42.4,139,No Failure,1
473,M15332,M,297.4,309.0,1497,41.8,144,No Failure,1
474,M15333,M,297.4,309.0,1520,37.0,147,No Failure,1
475,L47654,L,297.4,309.1,1478,49.8,150,No Failure,1
476,L47655,L,297.4,309.1,1380,41.1,152,No Failure,1
477,L47656,L,297.4,309.0,1570,37.9,154,No Failure,1
478,H29891,H,297.4,309.0,1468,41.4,156,No Failure,1
479,L47658,L,297.4,309.0,1833,22.6,161,No Failure,1
480,M15339,M,297.4,308.9,1323,57.3,163,No Failure,1
481,L47660,L,297.4,309.0,1583,32.0,166,No Failure,1
482,M15341,M,297.3,309.0,1556,39.5,168,No Failure,1
483,L47662,L,297.3,309.0,1548,37.4,171,No Failure,1
484,L47663,L,297.4,309.0,1324,56.9,173,No Failure,1
485,L47664,L,297.4,309.0,1568,33.7,175,No Failure,1
486,M15345,M,297.4,309.0,1685,30.7,177,No Failure,1
487,M15346,M,297.4,309.1,1582,35.9,180,No Failure,1
488,M15347,M,297.4,309.1,1463,35.0,183,No Failure,1
489,L47668,L,297.4,309.2,1584,42.8,186,No Failure,1
490,M15349,M,297.5,309.2,1347,55.8,188,No Failure,1
491,L47670,L,297.4,309.2,1459,37.9,191,No Failure,1
492,L47671,L,297.4,309.2,1420,45.6,193,No Failure,1
493,L47672,L,297.5,309.3,1404,43.5,195,No Failure,1
494,L47673,L,297.5,309.3,1470,38.8,197,No Failure,1
495,L47674,L,297.6,309.4,1326,49.8,199,No Failure,1
496,H29909,H,297.5,309.3,1459,49.7,201,No Failure,1
497,M15356,M,297.5,309.2,1530,40.0,206,No Failure,1
498,L47677,L,297.4,309.0,1505,39.2,209,No Failure,1
499,L47678,L,297.5,309.1,1611,30.2,211,No Failure,1
500,L47679,L,297.5,309.1,1515,35.1,213,No Failure,1
501,M15360,M,297.5,309.2,1804,27.4,215,No Failure,1
502,M15361,M,297.6,309.3,1464,46.2,218,No Failure,1
503,L47682,L,297.6,309.2,1390,43.3,221,No Failure,1
504,M15363,M,297.6,309.2,1442,48.1,0,No Failure,1
505,M15364,M,297.6,309.3,1529,41.9,3,No Failure,1
506,L47685,L,297.6,309.3,1610,35.0,6,No Failure,1
507,L47686,L,297.6,309.3,1543,34.3,8,No Failure,1
508,H29921,H,297.8,309.4,1445,48.2,10,No Failure,1
509,L47688,L,297.7,309.3,1893,24.6,15,No Failure,1
510,M15369,M,297.6,309.3,1415,41.3,17,No Failure,1
511,L47690,L,297.5,309.3,1564,37.5,20,No Failure,1
512,L47691,L,297.5,309.3,1479,39.4,22,No Failure,1
513,L47692,L,297.5,309.2,1426,44.8,24,No Failure,1
514,L47693,L,297.4,309.2,1428,38.8,26,No Failure,1
515,L47694,L,297.4,309.2,1620,33.2,28,No Failure,1
516,L47695,L,297.5,309.2,1715,28.0,30,No Failure,1
517,L47696,L,297.5,309.3,1732,29.9,32,No Failure,1
518,M15377,M,297.5,309.4,1391,58.2,34,No Failure,1
519,L47698,L,297.6,309.5,1924,20.6,37,No Failure,1
520,M15379,M,297.7,309.5,2027,19.8,39,No Failure,1
521,L47700,L,297.6,309.5,1617,36.2,42,No Failure,1
522,L47701,L,297.5,309.4,1497,35.8,44,No Failure,1
523,M15382,M,297.5,309.5,1448,43.7,46,No Failure,1
524,L47703,L,297.4,309.4,1401,45.9,49,No Failure,1
525,L47704,L,297.4,309.4,1620,35.4,51,No Failure,1
526,L47705,L,297.4,309.4,1466,45.5,53,No Failure,1
527,L47706,L,297.6,309.5,1373,50.6,55,No Failure,1
528,M15387,M,297.6,309.6,1592,35.8,57,No Failure,1
529,M15388,M,297.5,309.5,1553,42.4,60,No Failure,1
530,L47709,L,297.6,309.5,1569,36.2,63,No Failure,1
531,M15390,M,297.6,309.5,1709,32.2,65,No Failure,1
532,L47711,L,297.6,309.5,1549,34.9,68,No Failure,1
533,L47712,L,297.5,309.4,1443,45.4,70,No Failure,1
534,L47713,L,297.5,309.3,1675,29.8,72,No Failure,1
535,L47714,L,297.5,309.3,1623,33.4,74,No Failure,1
536,H29949,H,297.4,309.3,1365,52.4,76,No Failure,1
537,L47716,L,297.4,309.3,1759,24.8,81,No Failure,1
538,H29951,H,297.4,309.3,1516,43.0,83,No Failure,1
539,M15398,M,297.4,309.3,1499,36.8,88,No Failure,1
540,M15399,M,297.4,309.3,1775,25.8,91,No Failure,1
541,L47720,L,297.4,309.4,1473,45.5,94,No Failure,1
542,L47721,L,297.4,309.4,1296,52.3,96,No Failure,1
543,L47722,L,297.5,309.4,1803,24.7,98,No Failure,1
544,H29957,H,297.5,309.3,1563,36.1,100,No Failure,1
545,M15404,M,297.5,309.4,1831,26.6,105,No Failure,1
546,L47725,L,297.6,309.4,1958,22.1,108,No Failure,1
547,L47726,L,297.5,309.4,1809,24.3,110,No Failure,1
548,M15407,M,297.5,309.4,1482,39.3,112,No Failure,1
549,L47728,L,297.4,309.3,1332,53.2,115,No Failure,1
550,L47729,L,297.4,309.2,1437,40.4,117,No Failure,1
551,L47730,L,297.4,309.2,1698,29.4,119,No Failure,1
552,L47731,L,297.4,309.2,1274,54.3,121,No Failure,1
553,M15412,M,297.4,309.3,1622,35.0,123,No Failure,1
554,M15413,M,297.4,309.3,1564,36.0,126,No Failure,1
555,H29968,H,297.5,309.4,1368,45.3,129,No Failure,1
556,M15415,M,297.4,309.4,1539,42.2,134,No Failure,1
557,L47736,L,297.5,309.4,1357,50.1,137,No Failure,1
558,M15417,M,297.5,309.4,1433,48.3,139,No Failure,1
559,L47738,L,297.5,309.4,1650,34.6,142,No Failure,1
560,L47739,L,297.5,309.4,1503,40.6,144,No Failure,1
561,L47740,L,297.5,309.4,1318,58.2,146,No Failure,1
562,M15421,M,297.5,309.4,1678,34.4,148,No Failure,1
563,L47742,L,297.6,309.5,1574,30.9,151,No Failure,1
564,L47743,L,297.7,309.6,1529,35.2,153,No Failure,1
565,H29978,H,297.6,309.6,1669,32.1,155,No Failure,1
566,H29979,H,297.7,309.7,1570,35.8,160,No Failure,1
567,M15426,M,297.6,309.7,1541,33.7,165,No Failure,1
568,M15427,M,297.7,309.7,1680,30.2,168,No Failure,1
569,L47748,L,297.8,309.7,1935,22.1,171,No Failure,1
570,M15429,M,297.7,309.6,1596,35.2,173,No Failure,1
571,L47750,L,297.7,309.7,1498,41.0,176,No Failure,1
572,M15431,M,297.8,309.8,1676,29.0,178,No Failure,1
573,L47752,L,297.8,309.9,1351,49.0,181,No Failure,1
574,L47753,L,297.9,309.9,1472,45.0,183,No Failure,1
575,M15434,M,297.9,310.0,1439,41.7,185,No Failure,1
576,M15435,M,297.9,309.9,1410,55.4,188,No Failure,1
577,H29990,H,297.7,309.7,1440,51.1,191,No Failure,1
578,L47757,L,297.7,309.7,1591,37.7,196,No Failure,1
579,L47758,L,297.8,309.8,1533,36.8,198,No Failure,1
580,M15439,M,297.8,309.7,1700,31.3,200,No Failure,1
581,M15440,M,297.8,309.8,1798,25.5,203,No Failure,1
582,L47761,L,297.8,309.7,1394,42.9,206,No Failure,1
583,L47762,L,297.8,309.7,1341,49.2,208,No Failure,1
584,H29997,H,297.7,309.6,1697,32.2,210,No Failure,1
585,H29998,H,297.6,309.6,1419,48.2,215,No Failure,1
586,L47765,L,297.6,309.5,2001,20.5,220,No Failure,1
587,L47766,L,297.6,309.6,1501,49.8,222,Overstrain Failure,2
588,H30001,H,297.6,309.5,1623,33.1,224,No Failure,1
589,L47768,L,297.6,309.4,1628,33.4,229,No Failure,1
590,L47769,L,297.6,309.4,1491,40.2,231,No Failure,1
591,L47770,L,297.5,309.4,1517,36.7,233,No Failure,1
592,H30005,H,297.5,309.3,1525,41.7,235,No Failure,1
593,H30006,H,297.5,309.5,1668,27.9,240,No Failure,1
594,L47773,L,297.5,309.6,1312,50.7,0,No Failure,1
595,H30008,H,297.6,309.6,1278,50.4,2,No Failure,1
596,M15455,M,297.6,309.6,1330,53.1,7,No Failure,1
597,M15456,M,297.6,309.6,1530,37.3,10,No Failure,1
598,H30011,H,297.6,309.6,1428,46.6,13,No Failure,1
599,L47778,L,297.7,309.6,1480,47.9,18,No Failure,1
600,H30013,H,297.7,309.7,1616,31.1,20,No Failure,1
601,L47780,L,297.8,309.7,1547,37.3,25,No Failure,1
602,L47781,L,297.9,309.7,2194,16.8,27,No Failure,1
603,L47782,L,297.9,309.8,2000,21.3,29,No Failure,1
604,L47783,L,297.9,309.8,1336,71.6,31,Power Failure,3
605,L47784,L,297.9,309.9,1542,33.8,33,No Failure,1
606,M15465,M,297.9,309.8,1693,29.9,35,No Failure,1
607,L47786,L,297.9,309.8,1461,50.5,38,No Failure,1
608,M15467,M,298.0,309.9,1565,33.9,40,No Failure,1
609,L47788,L,298.0,309.9,1403,47.7,43,No Failure,1
610,L47789,L,298.1,309.9,1629,32.5,45,No Failure,1
611,L47790,L,298.1,310.0,1534,33.7,47,No Failure,1
612,L47791,L,298.1,310.0,1553,40.9,49,No Failure,1
613,L47792,L,298.1,309.9,1563,32.8,51,No Failure,1
614,L47793,L,298.1,309.9,1634,30.0,53,No Failure,1
615,M15474,M,298.0,309.9,1445,45.2,55,No Failure,1
616,L47795,L,298.1,309.9,1642,30.4,58,No Failure,1
617,H30030,H,298.1,309.9,1686,29.1,60,No Failure,1
618,M15477,M,298.1,310.0,1393,43.1,65,No Failure,1
619,H30032,H,298.2,310.0,1433,44.2,68,No Failure,1
620,L47799,L,298.3,310.0,1507,44.7,73,No Failure,1
621,M15480,M,298.3,310.1,1389,49.6,75,No Failure,1
622,L47801,L,298.3,310.1,1408,45.3,78,No Failure,1
623,M15482,M,298.4,310.2,1725,32.0,80,No Failure,1
624,L47803,L,298.4,310.1,1926,23.7,83,No Failure,1
625,H30038,H,298.3,310.1,1509,37.6,85,No Failure,1
626,L47805,L,298.3,310.1,1545,36.3,90,No Failure,1
627,L47806,L,298.4,310.1,1533,35.2,92,No Failure,1
628,L47807,L,298.4,310.1,1455,42.2,94,No Failure,1
629,M15488,M,298.4,310.1,1335,57.8,96,No Failure,1
630,L47809,L,298.3,310.1,1523,45.9,99,No Failure,1
631,L47810,L,298.3,310.0,1460,47.6,101,No Failure,1
632,L47811,L,298.4,310.0,1554,37.3,103,No Failure,1
633,H30046,H,298.3,310.0,1419,47.1,105,No Failure,1
634,L47813,L,298.3,310.0,1442,43.9,110,No Failure,1
635,L47814,L,298.3,309.9,1507,41.6,112,No Failure,1
636,L47815,L,298.3,310.0,1858,23.9,114,No Failure,1
637,L47816,L,298.3,309.9,1463,43.9,116,No Failure,1
638,L47817,L,298.2,309.7,1585,37.4,118,No Failure,1
639,L47818,L,298.0,309.6,1536,37.3,120,No Failure,1
640,L47819,L,298.0,309.6,1403,51.3,122,No Failure,1
641,M15500,M,297.9,309.6,1515,38.8,124,No Failure,1
642,L47821,L,297.9,309.5,1390,47.9,127,No Failure,1
643,M15502,M,297.8,309.4,1226,58.7,129,No Failure,1
644,M15503,M,297.8,309.4,1495,36.5,132,No Failure,1
645,H30058,H,297.7,309.4,1608,30.2,135,No Failure,1
646,L47825,L,297.7,309.4,1392,44.1,140,No Failure,1
647,M15506,M,297.7,309.4,1461,43.7,142,No Failure,1
648,L47827,L,297.7,309.3,1559,36.9,145,No Failure,1
649,H30062,H,297.7,309.3,1400,48.9,147,No Failure,1
650,M15509,M,297.7,309.2,1732,28.8,152,No Failure,1
651,L47830,L,297.6,309.2,1611,33.1,155,No Failure,1
652,L47831,L,297.6,309.1,1503,38.9,157,No Failure,1
653,L47832,L,297.7,309.2,1391,44.5,159,No Failure,1
654,L47833,L,297.8,309.3,2015,20.1,161,No Failure,1
655,L47834,L,297.8,309.2,1683,30.9,163,No Failure,1
656,L47835,L,297.7,309.1,1435,38.8,165,No Failure,1
657,M15516,M,297.7,309.1,1732,28.1,167,No Failure,1
658,L47837,L,297.7,309.2,1365,58.6,170,No Failure,1
659,L47838,L,297.7,309.1,1562,36.8,172,No Failure,1
660,L47839,L,297.6,309.1,1449,49.1,174,No Failure,1
661,M15520,M,297.7,309.2,1700,27.4,176,No Failure,1
662,M15521,M,297.6,309.0,1427,45.6,179,No Failure,1
663,M15522,M,297.6,308.9,1479,38.1,182,No Failure,1
664,L47843,L,297.5,308.9,1469,44.0,185,No Failure,1
665,L47844,L,297.5,308.9,1390,47.4,187,No Failure,1
666,L47845,L,297.5,308.9,1729,28.1,189,No Failure,1
667,L47846,L,297.5,309.0,1470,43.5,191,No Failure,1
668,L47847,L,297.5,308.9,1459,48.5,193,No Failure,1
669,L47848,L,297.5,308.9,1738,24.0,195,No Failure,1
670,H30083,H,297.5,308.9,1471,37.7,197,No Failure,1
671,L47850,L,297.6,309.0,1822,25.4,202,No Failure,1
672,L47851,L,297.5,308.9,1554,34.8,204,No Failure,1
673,M15532,M,297.6,308.9,1433,43.2,206,No Failure,1
674,L47853,L,297.6,308.9,1449,47.7,209,No Failure,1
675,L47854,L,297.8,309.0,1456,41.2,0,No Failure,1
676,M15535,M,297.8,309.1,1424,45.5,2,No Failure,1
677,H30090,H,297.9,309.2,1577,34.7,5,No Failure,1
678,L47857,L,297.9,309.2,1478,39.7,10,No Failure,1
679,M15538,M,297.8,309.2,1295,61.2,12,No Failure,1
680,L47859,L,297.8,309.2,1372,47.3,15,No Failure,1
681,M15540,M,297.8,309.1,1432,42.6,17,No Failure,1
682,M15541,M,297.7,309.0,1656,33.2,20,No Failure,1
683,H30096,H,297.8,309.0,1410,48.8,23,No Failure,1
684,L47863,L,297.7,309.0,1874,24.4,28,No Failure,1
685,L47864,L,297.7,309.0,1538,43.2,30,No Failure,1
686,M15545,M,297.7,309.0,1636,29.7,32,No Failure,1
687,M15546,M,297.7,309.0,1504,40.4,35,No Failure,1
688,M15547,M,297.7,309.0,1531,42.4,38,No Failure,1
689,H30102,H,297.6,309.0,1735,26.4,41,No Failure,1
690,H30103,H,297.6,309.0,1354,55.6,46,No Failure,1
691,H30104,H,297.6,309.0,1413,40.2,51,No Failure,1
692,L47871,L,297.7,309.1,1563,39.3,56,No Failure,1
693,L47872,L,297.7,309.1,1479,42.1,58,No Failure,1
694,L47873,L,297.7,309.1,1477,38.3,60,No Failure,1
695,L47874,L,297.6,309.1,1394,50.0,62,No Failure,1
696,L47875,L,297.6,309.0,1487,45.4,64,No Failure,1
697,M15556,M,297.6,309.0,1815,25.3,66,No Failure,1
698,M15557,M,297.6,308.8,1453,39.7,69,No Failure,1
699,L47878,L,297.6,308.8,1539,40.2,72,No Failure,1
700,H30113,H,297.5,308.7,1416,39.2,74,No Failure,1
701,M15560,M,297.6,308.8,1683,31.6,79,No Failure,1
702,L47881,L,297.7,308.8,1515,40.1,82,No Failure,1
703,M15562,M,297.7,308.9,1531,48.3,84,No Failure,1
704,H30117,H,297.7,308.9,1479,40.9,87,No Failure,1
705,L47884,L,297.7,308.9,1516,33.7,92,No Failure,1
706,L47885,L,297.7,309.0,1507,38.2,94,No Failure,1
707,M15566,M,297.8,309.0,1434,43.3,96,No Failure,1
708,L47887,L,297.7,308.9,1838,27.3,99,No Failure,1
709,M15568,M,297.6,308.8,1416,45.9,101,No Failure,1
710,M15569,M,297.6,308.8,1357,49.7,104,No Failure,1
711,M15570,M,297.5,308.7,1697,28.1,107,No Failure,1
712,L47891,L,297.5,308.7,1443,46.2,110,No Failure,1
713,L47892,L,297.5,308.7,1453,37.6,112,No Failure,1
714,L47893,L,297.4,308.6,1439,46.4,114,No Failure,1
715,L47894,L,297.4,308.6,1609,36.2,116,No Failure,1
716,L47895,L,297.4,308.6,1324,59.1,118,No Failure,1
717,H30130,H,297.4,308.6,1420,45.8,120,No Failure,1
718,L47897,L,297.4,308.7,1545,36.9,125,No Failure,1
719,L47898,L,297.5,308.8,1477,39.0,127,No Failure,1
720,L47899,L,297.4,308.8,1447,58.1,129,No Failure,1
721,L47900,L,297.4,308.9,1809,23.8,131,No Failure,1
722,L47901,L,297.5,308.9,1696,30.9,133,No Failure,1
723,L47902,L,297.5,308.9,1427,44.7,135,No Failure,1
724,M15583,M,297.4,308.9,1500,46.3,137,No Failure,1
725,L47904,L,297.5,308.9,1390,44.6,140,No Failure,1
726,L47905,L,297.4,308.8,1640,34.2,142,No Failure,1
727,M15586,M,297.4,308.8,1628,37.4,144,No Failure,1
728,H30141,H,297.3,308.6,1499,37.6,147,No Failure,1
729,M15588,M,297.4,308.7,1425,50.3,152,No Failure,1
730,L47909,L,297.3,308.6,1586,37.7,155,No Failure,1
731,M15590,M,297.3,308.6,1471,50.7,157,No Failure,1
732,M15591,M,297.3,308.6,1431,53.0,160,No Failure,1
733,L47912,L,297.2,308.6,1924,22.1,163,No Failure,1
734,M15593,M,297.1,308.4,1421,42.0,165,No Failure,1
735,H30148,H,297.0,308.4,1305,54.6,168,No Failure,1
736,L47915,L,296.9,308.4,1557,32.4,173,No Failure,1
737,L47916,L,296.9,308.3,1555,38.2,175,No Failure,1
738,H30151,H,296.9,308.3,1474,39.2,177,No Failure,1
739,L47918,L,296.8,308.3,1506,45.9,182,No Failure,1
740,L47919,L,296.9,308.4,1390,41.8,184,No Failure,1
741,M15600,M,296.9,308.4,1450,46.9,186,No Failure,1
742,L47921,L,296.9,308.3,1513,38.8,189,No Failure,1
743,L47922,L,296.8,308.2,1643,34.7,191,No Failure,1
744,L47923,L,296.8,308.2,1361,53.8,193,No Failure,1
745,L47924,L,296.7,308.1,1450,40.9,195,No Failure,1
746,L47925,L,296.7,308.0,1451,50.7,197,No Failure,1
747,L47926,L,296.8,308.1,1289,62.0,199,Overstrain Failure,2
748,L47927,L,296.8,308.1,1356,48.3,201,No Failure,1
749,H30162,H,296.7,308.1,1528,46.3,203,No Failure,1
750,L47929,L,296.6,308.0,1978,22.3,208,No Failure,1
751,L47930,L,296.7,308.0,1535,36.8,210,No Failure,1
752,M15611,M,296.8,308.1,1843,24.2,212,No Failure,1
753,L47932,L,296.9,308.1,1422,48.7,215,No Failure,1
754,L47933,L,296.8,308.0,1536,40.4,217,No Failure,1
755,M15614,M,296.9,308.1,1483,44.3,219,No Failure,1
756,H30169,H,296.8,308.1,1492,43.7,222,No Failure,1
757,L47936,L,296.8,308.0,1584,40.4,227,No Failure,1
758,L47937,L,296.9,308.1,1555,33.7,229,No Failure,1
759,L47938,L,296.8,308.0,1497,41.7,231,No Failure,1
760,M15619,M,296.7,307.8,1537,36.3,233,No Failure,1
761,L47940,L,296.7,307.8,1505,39.4,236,No Failure,1
762,L47941,L,296.7,307.8,1646,34.6,238,No Failure,1
763,M15622,M,296.7,307.8,1286,60.5,0,No Failure,1
764,L47943,L,296.7,307.8,1400,47.5,3,No Failure,1
765,L47944,L,296.8,307.9,1337,56.5,5,No Failure,1
766,L47945,L,296.9,308.0,1332,53.9,7,No Failure,1
767,L47946,L,296.8,308.0,1561,38.3,9,No Failure,1
768,L47947,L,296.9,308.0,1546,31.1,11,No Failure,1
769,L47948,L,296.9,308.0,1713,29.3,13,No Failure,1
770,L47949,L,296.9,308.0,1343,44.5,15,No Failure,1
771,L47950,L,296.8,308.0,1391,54.4,17,No Failure,1
772,H30185,H,296.8,308.0,1311,58.6,19,No Failure,1
773,H30186,H,296.8,308.0,1453,51.0,24,No Failure,1
774,L47953,L,296.8,308.0,1510,39.4,29,No Failure,1
775,L47954,L,296.8,307.9,1448,48.8,31,No Failure,1
776,L47955,L,296.7,307.8,1453,46.0,33,No Failure,1
777,L47956,L,296.7,307.8,1468,39.2,35,No Failure,1
778,L47957,L,296.7,307.8,1382,47.5,37,No Failure,1
779,L47958,L,296.7,308.0,1580,32.2,39,No Failure,1
780,L47959,L,296.8,308.0,1666,29.8,41,No Failure,1
781,M15640,M,296.9,308.0,1409,50.7,43,No Failure,1
782,L47961,L,296.8,308.0,1675,29.7,46,No Failure,1
783,L47962,L,296.8,307.9,1698,30.8,48,No Failure,1
784,H30197,H,296.7,307.9,1579,33.4,50,No Failure,1
785,L47964,L,296.7,307.9,1743,27.9,55,No Failure,1
786,M15645,M,296.9,308.0,1497,44.8,57,No Failure,1
787,L47966,L,296.9,308.1,1741,28.8,60,No Failure,1
788,L47967,L,296.9,308.1,1435,45.3,62,No Failure,1
789,M15648,M,296.9,308.1,1440,46.3,64,No Failure,1
790,M15649,M,296.9,308.0,1641,33.3,67,No Failure,1
791,L47970,L,296.8,307.9,1420,45.4,70,No Failure,1
792,L47971,L,296.8,307.9,1611,35.4,72,No Failure,1
793,L47972,L,296.8,307.8,1373,42.9,74,No Failure,1
794,M15653,M,296.8,307.9,1683,31.8,76,No Failure,1
795,H30208,H,296.9,307.9,1547,32.6,79,No Failure,1
796,L47975,L,296.9,307.8,1605,37.0,84,No Failure,1
797,M15656,M,296.9,307.9,2010,18.9,86,No Failure,1
798,L47977,L,296.8,307.7,1565,40.1,89,No Failure,1
799,M15658,M,296.9,307.8,1828,24.6,91,No Failure,1
800,M15659,M,297.0,307.8,1579,34.1,94,No Failure,1
801,M15660,M,297.0,307.9,1882,24.2,97,No Failure,1
802,L47981,L,296.9,307.8,1285,52.1,100,No Failure,1
803,L47982,L,296.9,307.8,1571,35.0,102,No Failure,1
804,H30217,H,296.9,307.8,1549,37.8,104,No Failure,1
805,M15664,M,296.9,307.8,1544,37.6,109,No Failure,1
806,M15665,M,297.0,307.9,1412,47.4,112,No Failure,1
807,M15666,M,297.0,307.9,1422,53.0,115,No Failure,1
808,L47987,L,297.0,307.7,1867,22.8,118,No Failure,1
809,L47988,L,296.9,307.7,1424,43.3,120,No Failure,1
810,L47989,L,296.9,307.6,1452,45.7,122,No Failure,1
811,L47990,L,296.9,307.7,1550,39.7,124,No Failure,1
812,L47991,L,296.8,307.6,1588,37.6,126,No Failure,1
813,L47992,L,296.8,307.6,1338,44.4,128,No Failure,1
814,L47993,L,296.8,307.6,1513,40.0,130,No Failure,1
815,M15674,M,296.8,307.5,1470,45.9,132,No Failure,1
816,M15675,M,296.8,307.5,1516,36.7,135,No Failure,1
817,L47996,L,296.8,307.6,1434,48.3,138,No Failure,1
818,L47997,L,296.8,307.6,1368,52.0,140,No Failure,1
819,L47998,L,296.8,307.6,1304,48.7,142,No Failure,1
820,L47999,L,296.8,307.6,1398,46.7,144,No Failure,1
821,L48000,L,296.7,307.6,1516,37.4,146,No Failure,1
822,L48001,L,296.7,307.6,1474,41.7,148,No Failure,1
823,M15682,M,296.7,307.6,1547,34.7,150,No Failure,1
824,M15683,M,296.6,307.5,1482,39.9,153,No Failure,1
825,L48004,L,296.6,307.4,1436,42.8,156,No Failure,1
826,L48005,L,296.6,307.3,1474,40.0,158,No Failure,1
827,L48006,L,296.5,307.2,1481,38.2,160,No Failure,1
828,L48007,L,296.5,307.3,1501,42.1,162,No Failure,1
829,L48008,L,296.5,307.3,1566,37.2,164,No Failure,1
830,L48009,L,296.5,307.3,1579,34.5,166,No Failure,1
831,L48010,L,296.6,307.4,1631,35.0,168,No Failure,1
832,M15691,M,296.6,307.4,1544,42.3,170,No Failure,1
833,L48012,L,296.6,307.4,1521,38.6,173,No Failure,1
834,L48013,L,296.6,307.4,1616,28.0,175,No Failure,1
835,H30248,H,296.6,307.4,1333,50.2,177,No Failure,1
836,M15695,M,296.7,307.4,1533,32.5,182,No Failure,1
837,L48016,L,296.6,307.4,1368,45.1,185,No Failure,1
838,L48017,L,296.6,307.4,1465,47.8,187,No Failure,1
839,H30252,H,296.6,307.4,1406,41.5,189,No Failure,1
840,M15699,M,296.5,307.4,1565,43.5,194,No Failure,1
841,L48020,L,296.6,307.5,1582,37.9,197,No Failure,1
842,L48021,L,296.6,307.5,1439,45.5,199,No Failure,1
843,M15702,M,296.6,307.5,1566,35.0,201,No Failure,1
844,L48023,L,296.6,307.5,1485,42.7,204,No Failure,1
845,L48024,L,296.5,307.5,1566,35.1,206,No Failure,1
846,L48025,L,296.3,307.3,1439,41.5,208,No Failure,1
847,M15706,M,296.4,307.4,1416,50.0,210,No Failure,1
848,L48027,L,296.4,307.4,2833,5.6,213,Power Failure,3
849,L48028,L,296.3,307.4,1465,47.1,215,No Failure,1
850,H30263,H,296.4,307.4,1586,35.5,0,No Failure,1
851,L48030,L,296.3,307.3,1567,31.4,5,No Failure,1
852,M15711,M,296.2,307.2,1389,48.6,7,No Failure,1
853,M15712,M,296.3,307.3,1368,49.5,10,No Failure,1
854,L48033,L,296.3,307.3,1444,49.0,13,No Failure,1
855,M15714,M,296.3,307.3,1498,41.6,15,No Failure,1
856,L48035,L,296.1,307.2,1615,30.8,18,No Failure,1
857,L48036,L,296.1,307.1,1898,22.7,20,No Failure,1
858,M15717,M,296.1,307.1,1350,53.3,22,No Failure,1
859,M15718,M,296.2,307.0,1516,37.6,25,No Failure,1
860,H30273,H,296.2,307.0,1542,40.6,28,No Failure,1
861,H30274,H,296.1,306.9,1541,32.6,33,No Failure,1
862,M15721,M,296.1,306.9,1951,23.3,38,No Failure,1
863,H30276,H,296.1,306.8,1645,31.0,41,No Failure,1
864,L48043,L,296.0,306.7,1416,44.2,46,No Failure,1
865,M15724,M,296.0,306.7,2044,22.3,48,No Failure,1
